id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
189606,"Nice apartment near river ""Isar""",914691,Klaus,,Au-Haidhausen,48.12551,11.58045,Entire home/apt,51,2,157,2020-10-04,1.40,2,353
190383,WOW! direct binding to trade fairs,919644,Christine,,Berg am Laim,48.12452,11.63223,Private room,25,2,150,2020-02-07,1.41,1,4
190529,Beautiful room Glockenbacharea,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,53,1,7,2014-07-19,0.06,6,353
190564,Lovely room in Glockenbacharea,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,79,1,12,2016-12-07,0.11,6,365
190565,Beautiful in the Glockenbacharea,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12989,11.56057,Private room,70,1,71,2020-08-02,0.64,6,365
190653,Pretty and renovated apartment,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,66,1,168,2020-08-20,1.59,6,332
191405,Single Apartment in Central Munich,925836,Esther,,Au-Haidhausen,48.12175,11.57879,Entire home/apt,65,2,20,2018-08-17,0.46,1,0
192933,Artist's Studio Glockenbach area,934964,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.13012,11.56642,Shared room,84,2,66,2020-01-27,0.59,1,0
193424,Beautiful apartment in the heart of Munich,938363,Moritz,,Schwabing-Freimann,48.15366,11.58564,Entire home/apt,69,2,143,2020-11-01,1.27,1,150
193463,* Munich-Schwabing-  super- clean - central-room*,938552,Gabriele,,Maxvorstadt,48.15519,11.5715,Private room,38,2,170,2020-09-03,1.61,2,149
193477,* Munich- Schwabing- super pretty mini room *,938552,Gabriele,,Maxvorstadt,48.15517,11.5693,Private room,31,2,64,2020-08-01,1.12,2,164
194533,Traumhaftes Ambiente - Neuhausen,944911,Anke,,Neuhausen-Nymphenburg,48.14822,11.5398,Entire home/apt,120,1,52,2019-10-02,0.46,1,365
195293,Stylish Apartment No.24,949632,Sabine,,Schwabing-West,48.164,11.56706,Private room,45,30,62,2020-11-06,0.61,1,86
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19444,11.53349,Private room,25,5,14,2020-11-30,0.63,1,36
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10141,11.60523,Entire home/apt,80,1,181,2020-11-01,1.61,1,362
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12092,11.56138,Private room,56,3,174,2020-10-11,1.54,2,0
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.1214,11.55984,Entire home/apt,95,10,14,2020-08-22,0.13,2,64
196127,huge room in the heart of Munich,954566,Talia,,Ludwigsvorstadt-Isarvorstadt,48.13274,11.57445,Private room,33,2,95,2020-02-08,0.84,1,56
196230,Beautiful room in central location,910486,Hatice,,Au-Haidhausen,48.12022,11.57653,Private room,39,1,10,2020-07-19,0.48,5,0
196243,"Beautiful room, central location",910486,Hatice,,Au-Haidhausen,48.12185,11.57651,Private room,45,1,9,2020-02-01,0.16,5,364
196265,Beautiful Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.11925,11.57561,Entire home/apt,65,5,66,2020-02-29,0.62,1,364
197660,Room for 2 & help with CityVisit,963973,Michael,,Sendling-Westpark,48.11009,11.5307,Private room,50,2,83,2019-10-23,0.74,1,365
198942,Charming quiet room near Michaelipark,971759,Anna C,,Berg am Laim,48.11929,11.64251,Private room,48,2,84,2020-11-28,0.80,1,71
198946,CENTRAL LOCATION - best Haidhausen,971795,Margaux,,Berg am Laim,48.12286,11.60421,Entire home/apt,65,2,192,2020-08-21,1.70,2,331
198990,Apartment in front of the castle,959791,Heidrun,,Neuhausen-Nymphenburg,48.16001,11.51108,Entire home/apt,50,365,11,2020-02-16,0.10,1,362
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Cordula,,Untergiesing-Harlaching,48.09099,11.55945,Private room,75,1,320,2020-10-10,2.84,1,331
199099,cosy little aparment central in Munich,972392,Ingrid,,Obergiesing,48.11511,11.59193,Entire home/apt,70,7,0,,,2,311
199189,Ideal for Fair guests,972712,Michael,,Bogenhausen,48.15896,11.64821,Private room,25,1,33,2020-04-29,0.31,4,0
199256,Nice room in super central location,972992,Heide,,Maxvorstadt,48.14992,11.56211,Private room,32,3,233,2020-11-30,2.32,1,328
199797,5 min. close to ENGLISCHER GARTEN,976495,Angela,,Schwabing-Freimann,48.16637,11.59016,Entire home/apt,85,1,41,2020-02-29,0.36,1,364
199840,Cheerful room in beautiful house,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,52,1,45,2019-07-03,0.43,1,364
199922,"3-room apartment, centrally located",976981,Hartmut,,Milbertshofen-Am Hart,48.18366,11.56935,Entire home/apt,98,20,19,2019-09-29,0.42,1,267
200039,Room in central location Haidhausen,977527,Fritz,,Au-Haidhausen,48.13095,11.59531,Private room,50,1,180,2020-03-12,14.88,1,0
200782,Happy room for happy responsible  Cohousing,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12533,11.55284,Private room,28,12,20,2020-09-04,0.19,7,0
200785,"Happy Double, central, green,",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12526,11.55195,Private room,33,12,14,2018-09-21,0.13,7,269
200791,"Happy cosy room, 3 Stops to Center",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.1259,11.55329,Private room,29,15,16,2018-12-31,0.14,7,271
200795,Beautiful room in central location,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12402,11.55202,Private room,26,45,5,2018-08-25,0.05,7,179
200866,Calm situated flat with balcony,982451,Bernhard,,Laim,48.13615,11.51131,Entire home/apt,76,30,1,2020-05-31,0.14,1,0
201099,HISTORICAL LIVING 4 families/indivi,983151,Sabine Petra,,Untergiesing-Harlaching,48.11803,11.57135,Entire home/apt,130,180,4,2018-08-02,0.07,1,364
201628,"Beautiful bright room, 8th Floor (with lift)",986859,Christa,,Hadern,48.1263,11.48136,Private room,46,1,186,2020-10-09,1.65,1,365
201829,Beautiful bright flat with balcony,987643,Evelyn,,Bogenhausen,48.14143,11.65504,Entire home/apt,55,30,5,2017-09-30,0.05,1,307
202055,"10 min to the center, quiet, cosy",988620,Melita,,Neuhausen-Nymphenburg,48.15886,11.54592,Private room,35,3,229,2020-03-11,2.06,2,301
202077,"tiny but fine, 10 min to the center",988620,Melita,,Neuhausen-Nymphenburg,48.15833,11.54158,Private room,35,3,76,2020-02-21,0.67,2,351
205381,Classic building apartment at Prinzregentenplaz,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,83,1,357,2020-12-13,3.34,11,308
205393,Comfortable apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,49,1,320,2020-12-15,3.10,11,337
205401,Modern apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,59,1,480,2020-12-18,4.50,11,337
205415,Family apartment in best location,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,65,1,440,2020-12-22,4.28,11,317
205431,New York style apartment in Munich,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,65,1,546,2020-12-13,4.97,11,279
206288,"modern, bright & quiet in Giesing",1014517,Emmanuel,,Obergiesing,48.11013,11.59559,Entire home/apt,80,180,35,2020-09-07,0.34,1,0
207713,Penthouse 10 min Munich City Centre,1022468,John,,Neuhausen-Nymphenburg,48.15075,11.53495,Entire home/apt,79,3,74,2019-10-06,0.70,1,0
210348,one  quiet nice room in a condo in central munich,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,53,2,64,2020-08-30,0.61,2,365
211250,Apartment near Munich Trade Fair,1041289,Anja,,Tudering-Riem,48.12471,11.69745,Entire home/apt,90,3,86,2020-03-17,0.91,1,348
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Renate,,Neuhausen-Nymphenburg,48.14496,11.5411,Entire home/apt,103,1,18,2018-09-30,0.17,1,181
211374,Fairground Riem and swimming lake on foot,1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,54,3,148,2020-10-10,1.37,1,6
211744,München Haar - nearby Munich Fair,1054170,Barbara,,Tudering-Riem,48.11186,11.7104,Private room,49,1,86,2019-11-21,0.82,1,362
212482,Nice Room-10min Walk to Octoberfest,1018498,Karin,,Sendling,48.11932,11.53937,Private room,38,2,78,2020-09-30,0.69,1,358
212517,Charming&modern in downsouth Munich,1095945,Pia Und Kevin,,Sendling-Westpark,48.11822,11.52815,Private room,71,1,11,2019-04-10,0.11,1,365
213707,"Stylish, Spacious, Top location!",1101476,Nina,,Altstadt-Lehel,48.13107,11.56944,Entire home/apt,330,3,55,2019-10-01,0.49,1,365
216234,Lovely Apartment in prime location,1116327,Oliver,,Neuhausen-Nymphenburg,48.14874,11.50314,Entire home/apt,90,7,10,2020-03-01,0.09,2,0
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Werner,,Au-Haidhausen,48.13095,11.59341,Entire home/apt,139,2,10,2020-02-01,0.37,1,0
217313,"Munich, city house + garden near Westpark",1122306,Manfred,,Sendling-Westpark,48.12631,11.51334,Entire home/apt,650,5,17,2019-10-06,0.17,1,0
218080,Modern apartment in Haidhausen,1041175,Jakob,,Au-Haidhausen,48.12552,11.5966,Entire home/apt,49,110,47,2019-10-29,0.73,2,298
218860,nice apartment near fairground,1078978,Sylvia,,Berg am Laim,48.12002,11.64067,Entire home/apt,150,2,33,2019-10-02,0.33,1,363
221635,Dachgaleriewohnung über 3 Ebenen,1305537,Carsten,,Untergiesing-Harlaching,48.11979,11.5714,Private room,54,3,23,2020-08-16,0.26,2,348
222924,"Blue Room,1. Floor, Messe Riem",1157644,Eva,,Tudering-Riem,48.10498,11.69839,Private room,40,1,36,2020-10-30,0.32,4,176
223041,1 Room in Munich's South-East,1158541,Siegfried,,Ramersdorf-Perlach,48.08623,11.66085,Private room,65,7,21,2020-02-08,0.21,1,365
225414,Flat incl. garden in Munich Solln,1174395,Prince,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0792,11.5113,Entire home/apt,95,2,14,2018-12-10,0.15,1,365
225421,Sehr ruhige Wohnung im Gruenen,1174413,Marco,,Untergiesing-Harlaching,48.08117,11.5518,Entire home/apt,60,2,143,2020-09-06,1.27,1,365
226540,Modern 3 Room Apartment in Munich,1011275,Enrico,,Laim,48.13862,11.51153,Entire home/apt,90,2,341,2020-10-31,3.39,2,246
227106,Modern and quiet apartment,1041074,Kerstin,,Tudering-Riem,48.11169,11.70114,Entire home/apt,79,2,40,2020-01-29,0.40,1,356
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Caro + Tilman,,Tudering-Riem,48.13013,11.69965,Private room,50,3,59,2020-02-21,0.54,1,56
228867,"CityHome, 6 beautiful apartments + AC, CITY CENTER",1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,156,3,34,2019-12-23,0.54,6,0
228935,Beautiful sunny two-room-flat,1041125,Luna,,Au-Haidhausen,48.13382,11.60076,Entire home/apt,40,14,1,2017-09-07,0.02,1,267
229544,2-room apartment in Munich,1198833,Gerhard,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09371,11.51144,Entire home/apt,75,2,5,2019-09-29,0.19,4,365
229545,2-room apartment in Munich,1198833,Gerhard,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09554,11.51121,Entire home/apt,75,2,2,2019-10-07,0.08,4,364
230331,"bed&breakfast, 5min to Oktoberfest",1203567,Maja,,Laim,48.14151,11.50382,Private room,120,1,2,2011-10-03,0.02,1,365
231881,U2 Theresienstr: EUR35 room / night,1212524,Natalia,,Maxvorstadt,48.15335,11.56427,Private room,40,2,209,2019-10-09,1.86,1,5
232430,Modern loft apartment,1171020,Hans-Martin,,Tudering-Riem,48.11441,11.69845,Entire home/apt,135,2,61,2019-09-29,0.55,1,363
233119,Luxury 2-room apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,100,6,0,,,4,267
240218,Directly loc.t.t. fiera& Metro,1041362,Grazia,,Tudering-Riem,48.12771,11.70279,Private room,48,2,48,2020-07-13,0.47,1,351
241375,Large room in Center Apartment,1100623,Ray,,Altstadt-Lehel,48.13709,11.58654,Private room,55,3,65,2019-12-02,1.17,1,298
243209,House with fantastic terrace,1040938,Ingrid,,Sendling-Westpark,48.11009,11.50654,Entire home/apt,90,360,0,,,1,365
245670,"gemütliches Refugium, stadtnah",1293120,Marianne,,Ramersdorf-Perlach,48.09713,11.61156,Private room,49,10,20,2019-10-05,0.23,2,263
249179,Gallery flat middle of Munich,1305537,Carsten,,Untergiesing-Harlaching,48.11951,11.57265,Private room,54,3,32,2019-12-14,0.29,2,363
252987,"Beautiful, modern & quiet apartment in Schwabing",1069562,Florian,,Schwabing-West,48.16033,11.58034,Entire home/apt,115,2,31,2019-12-30,0.30,1,149
254653,DREAM city flat with balcony,1040971,Piet,,Maxvorstadt,48.14807,11.57725,Entire home/apt,99,90,24,2016-10-26,0.27,1,365
266180,room near Nymphenburg castle ground,1395678,Frank & Joachim,,Pasing-Obermenzing,48.15628,11.46996,Private room,30,2,129,2020-01-21,1.19,1,267
280995,Very beautifully furnished 1-room Apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,85,3,1,2020-10-31,0.55,4,298
285938,Chill out in the heart of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14729,11.5351,Private room,40,1,181,2020-01-30,1.71,1,1
293112,Stylish Flat in Munich City Center,1515318,Claus,,Maxvorstadt,48.15199,11.55515,Entire home/apt,69,2,16,2019-08-29,0.15,1,362
299867,Central Munich -close 2 Oktoberfest,1545345,Sabine,,Schwanthalerhöhe,48.12925,11.54171,Private room,50,1,39,2019-10-04,0.37,2,364
309196,Schönes Appartement im Dachgeschoss,1057081,Heike,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08213,11.52952,Private room,58,21,23,2020-10-31,0.27,1,322
311198,Guest First! Munich-Center Led,1600367,Diana,,Altstadt-Lehel,48.13752,11.58039,Entire home/apt,46,90,5,2019-08-25,0.05,1,363
311242,TOP Studio! 10 minutes to city centre & trade fair,1600843,Matt,,Obergiesing,48.11691,11.58755,Entire home/apt,49,90,103,2020-03-01,0.99,1,329
315684,Roof Gallery Munich - Luxury flat,1621313,Regina,,Laim,48.13032,11.4861,Entire home/apt,150,3,74,2020-10-11,1.15,4,96
320196,"nice, bright room with shower",1637920,Wolfger,,Ramersdorf-Perlach,48.09768,11.64775,Private room,42,3,72,2020-11-04,0.68,1,83
321542,Absolute quiet room,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09323,11.52293,Private room,42,16,26,2019-10-11,0.24,1,363
364836,ENJOY MUNICH - SPACIOUS CENTRAL APT,248298,Gabriele,,Au-Haidhausen,48.12955,11.60447,Entire home/apt,125,2,101,2020-07-24,0.96,1,357
372531,3 Room Apartment at the Oktoberfest,1011275,Enrico,,Laim,48.13866,11.51161,Entire home/apt,199,1,28,2019-10-07,0.27,2,31
386068,Oh wow! So quiet in this great neighborhood? YES!,1932695,Andrea,,Schwabing-Freimann,48.16697,11.58443,Entire home/apt,98,2,4,2019-09-30,0.05,1,363
392399,"Sunny room, private bathroom and roof top terrace",1962150,Christa,,Sendling,48.11397,11.54844,Private room,68,2,92,2019-11-29,0.88,1,162
400437,Superb apartment in Munich's center,1998587,Moritz & Stella,,Ludwigsvorstadt-Isarvorstadt,48.12846,11.57616,Private room,85,3,121,2019-09-29,1.17,1,179
406404,Holiday Flat in Munich Schwabing,2024648,Tammy,,Schwabing-West,48.17675,11.58307,Entire home/apt,120,30,1,2012-11-17,0.01,4,357
483093,cozy-apartment - *WLAN* PARKING,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09753,11.63951,Entire home/apt,45,2,162,2020-08-02,1.55,3,269
502791,Relaxen im Apartment Fasangarten.,1293120,Marianne,,Ramersdorf-Perlach,48.09854,11.60981,Private room,36,3,25,2020-08-04,0.27,2,357
505041,centrally quiet 2 pieces flat,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12475,11.56192,Entire home/apt,43,60,5,2019-03-31,0.05,2,0
526430,"Room near OCTOBERFEST, free WLAN, free Parking",2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,58,1,69,2019-10-05,0.68,1,365
532047,"Nice, comfortable Studio w. balcony",1210398,Olivera,,Milbertshofen-Am Hart,48.17687,11.56848,Entire home/apt,50,3,2,2017-09-30,0.04,4,364
532049,Beautifully furnished 1-room Studio,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,6,2,2020-08-31,0.04,4,0
533365,20qm room in perfect locaction for2,2621170,Andreas,,Maxvorstadt,48.15558,11.56321,Private room,150,2,2,2015-06-20,0.02,1,365
539561,Beautiful Maisonette in Munich,2651285,Thorsten,,Maxvorstadt,48.1531,11.56137,Entire home/apt,300,3,233,2020-12-14,3.01,1,335
548958,"White Room & Bathroom,  Messe Riem",1157644,Eva,,Tudering-Riem,48.10721,11.68784,Private room,49,1,16,2019-10-31,0.16,4,365
556122,Ruhiges Gartenzimmer,2735048,Pirkko,,Pasing-Obermenzing,48.15604,11.4721,Private room,55,2,155,2020-06-27,1.51,1,357
556323,Very calm room in the middle of Mu.,954971,Anne,,Au-Haidhausen,48.12978,11.5935,Private room,45,1,117,2019-10-06,1.15,1,365
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Veronika,,Neuhausen-Nymphenburg,48.14592,11.51331,Private room,40,2,128,2020-08-15,1.25,1,0
577095,Apartment on South Park Munich,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09715,11.51148,Entire home/apt,49,100,55,2019-01-27,0.55,3,30
591459,Central luxury apartment!,2918692,Simon,,Schwabing-West,48.16397,11.56673,Entire home/apt,58,2,145,2020-10-03,1.43,1,234
603977,Helles gemütliches Gästeapartement,2989894,Peter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07992,11.50484,Entire home/apt,44,3,13,2020-09-08,0.13,1,0
609851,Luxury 3 room flat in Schwabing,3024324,Christian,,Schwabing-West,48.15747,11.56716,Entire home/apt,200,5,2,2018-06-08,0.04,1,361
618795,Your Munich home with a view,3065700,Jochen,,Sendling,48.12011,11.5497,Private room,42,3,48,2019-09-24,0.71,1,0
620812,Sunny Oktoberfest flat close to Südpark,2571977,Julia,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10012,11.52088,Entire home/apt,249,3,0,,,1,363
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,47,2020-08-09,0.47,3,346
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09747,11.6384,Entire home/apt,55,2,217,2020-11-27,2.16,3,269
650265,Beautiful sunny city studio to relax!,1027824,Kat,,Sendling,48.11333,11.54572,Entire home/apt,65,3,37,2020-11-21,0.37,1,175
660807,Helles Apart. am Südpark mit Balkon,1079409,Jose,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.1015,11.50047,Entire home/apt,39,3,37,2019-10-14,0.37,2,365
661006,It s a nice spacious Room in a quiet location.,3337316,Johannes,,Neuhausen-Nymphenburg,48.15455,11.50837,Private room,100,3,0,,,2,177
664050,bright and cosy room; central,3353275,Babett,,Schwabing-West,48.15582,11.57322,Private room,41,1,108,2020-01-29,1.08,1,88
667321,A small guest room in a big house,3375789,Hannelore,,Pasing-Obermenzing,48.12986,11.47169,Private room,40,1,25,2017-06-01,0.25,1,8
668844,wonderful attic near Oktoberfest,3385852,Anja,,Laim,48.13106,11.49608,Private room,45,1,40,2020-11-27,1.63,1,0
669550,Cosy room in the heart of Munich,3390380,Alexander & Patrick,,Altstadt-Lehel,48.1345,11.58611,Private room,65,1,276,2020-03-07,2.74,1,364
671605,"Room at the University, Schwabing",3404627,Rebecca,,Maxvorstadt,48.1458,11.57502,Private room,55,2,27,2019-12-02,0.29,1,89
675433,WG-Zimmer in cooler 4er WG,3430900,Anke,,Sendling-Westpark,48.11791,11.53044,Private room,170,1,0,,,1,365
684700,HIGH-CLASS 2-RoomApartm,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13829,11.55268,Entire home/apt,290,2,38,2019-10-09,0.38,1,0
689025,Beautiful 2 room apartment Munich,3518780,Jan,,Milbertshofen-Am Hart,48.18659,11.56979,Entire home/apt,88,3,24,2017-10-06,0.24,1,5
692197,Zwei Schöne Zimmer zum Wohlfühlen,3539040,Mihaly,,Ramersdorf-Perlach,48.10152,11.65591,Private room,137,2,65,2019-11-18,0.65,1,7
693268,August - Room for one person in a shared apartment,3546048,Lorenz,,Schwabing-West,48.158,11.56607,Private room,18,20,0,,,1,0
693402,Apartment in the Heart of Munich,3547075,Alex,,Altstadt-Lehel,48.14138,11.58994,Entire home/apt,129,2,30,2020-01-04,0.34,1,363
694907,One Room Apartement in Schwabing,3556652,Daniel,,Schwabing-West,48.16287,11.57493,Entire home/apt,99,1,8,2020-12-06,0.08,1,365
696997,nice and quiet app - in citycenter,3569761,Moritz,,Maxvorstadt,48.15265,11.56153,Entire home/apt,75,3,10,2016-04-09,0.10,1,147
700603,"LADIES (or couples) only, please! :o)",3593747,Beate,,Schwabing-Freimann,48.16713,11.58641,Private room,47,1,210,2020-10-04,2.09,1,89
701673,Small room in a cosy house,3601541,Christel,,Ramersdorf-Perlach,48.11786,11.63097,Private room,31,2,177,2020-10-27,1.78,1,0
701954,Bed & Breakfast München Schwabing,3603021,Hilde,,Schwabing-Freimann,48.16202,11.58283,Private room,65,2,65,2020-02-29,0.65,2,347
702583,ruhige 2 Zimmer Wohnung nähe Oktoberfest,3605832,Visit,,Ludwigsvorstadt-Isarvorstadt,48.12126,11.55996,Entire home/apt,95,2,82,2019-12-13,1.26,2,362
703359,Nice apartment in Munich Lochhausen,3612095,Michael,,Aubing-Lochhausen-Langwied,48.18056,11.40421,Private room,75,2,16,2018-10-07,0.16,1,0
703539,"Golden Room,1.floor, near Fair Riem",1157644,Eva,,Tudering-Riem,48.10711,11.69802,Private room,40,1,17,2019-04-13,0.17,4,176
705120,Mini Loft Munich Central Location !,291856,John,,Au-Haidhausen,48.13493,11.59535,Entire home/apt,110,2,30,2019-10-25,0.30,1,365
706874,Schöne Unterkunft für's Oktoberfest,3633050,Kornelia,,Sendling,48.12225,11.54797,Private room,80,1,44,2018-11-26,0.44,2,0
710489,Luxury loft next to Marienplatz,3657089,Marc,,Altstadt-Lehel,48.13854,11.57774,Entire home/apt,175,5,111,2020-12-06,1.11,1,363
710595,2 Rooms 1 Price (a minute to U2),3671733,Christine,,Schwabing-West,48.16221,11.56597,Entire home/apt,39,1,13,2020-02-10,0.15,2,363
710604,"Chic Suite Schwabing, FREEBreakfast",3671733,Christine,,Schwabing-West,48.16099,11.56796,Entire home/apt,39,1,18,2020-07-04,0.20,2,316
710990,Nice Apartment Munich/Pasing,3659164,William,,Pasing-Obermenzing,48.14687,11.45684,Private room,60,1,53,2020-07-05,0.53,1,327
714837,3rooms 100sqm balcony Isarvorstadt,3675058,Benjamin,,Ludwigsvorstadt-Isarvorstadt,48.12307,11.56533,Entire home/apt,333,3,25,2019-10-05,0.39,1,0
717444,Zu Fuß zum Oktoberfest!!!,3633050,Kornelia,,Sendling,48.12358,11.54789,Private room,80,1,30,2018-10-09,0.30,2,1
728525,Room in Munich,3779542,Alfred,,Ludwigsvorstadt-Isarvorstadt,48.12995,11.57346,Private room,150,6,0,,,1,0
739516,Small but cosy room under the roof!,3880438,Anneli Und Jörg,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09285,11.4955,Private room,35,2,174,2019-11-17,1.77,2,0
740948,Living at Munich Viktualienmarkt,3876973,Katharina,,Altstadt-Lehel,48.1397,11.57589,Entire home/apt,165,45,65,2020-03-15,0.68,1,229
751730,Villa München - Obermenzing,3952627,Leo,,Pasing-Obermenzing,48.16949,11.47928,Private room,55,3,0,,,1,357
774834,Cosy room in top city area,3726426,Nicola,,Au-Haidhausen,48.12093,11.57498,Private room,59,1,11,2016-10-02,0.11,1,357
779667,Modern flat nearby the subway,971744,Annette & Vanessa,,Maxvorstadt,48.15269,11.56378,Entire home/apt,86,3,207,2020-12-12,3.12,1,344
802738,SUNNY ROOM - CLOSE TO CITY CENTRE,3049956,Peter,,Au-Haidhausen,48.12347,11.58903,Private room,33,3,0,,,1,365
807951,"Holydayhouse near city,near Messe",4250955,Inge,,Berg am Laim,48.12029,11.62526,Entire home/apt,89,4,88,2020-10-11,0.93,1,323
817448,Nice room for Students,1460126,Christian,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09568,11.50047,Private room,50,1,3,2018-11-17,0.03,7,365
820826,Zimmer in Traumwohnung für Tänzer,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,39,3,128,2020-09-29,1.31,2,0
837679,Sunny 2-room apartment in Sendling,4377657,Martina,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10007,11.53109,Entire home/apt,47,180,22,2020-07-13,0.23,1,206
861804,The heart of munich,4515946,Felix,,Maxvorstadt,48.15027,11.56567,Entire home/apt,78,7,37,2018-11-16,0.40,1,23
